[  5]  45.00-46.00  sec  53.9 MBytes   452 Mbits/sec
[  5]  46.00-47.00  sec  62.0 MBytes   520 Mbits/sec
[  5]  47.00-48.00  sec  64.5 MBytes   541 Mbits/sec
[  5]  48.00-49.00  sec  56.8 MBytes   476 Mbits/sec
[  5]  49.00-50.00  sec  68.6 MBytes   575 Mbits/sec
[  5]  50.00-51.00  sec  73.7 MBytes   618 Mbits/sec
[  5]  51.00-52.00  sec  86.2 MBytes   723 Mbits/sec
[  5]  52.00-53.00  sec  59.4 MBytes   498 Mbits/sec
[  5]  53.00-54.00  sec  53.7 MBytes   451 Mbits/sec
[  5]  54.00-55.00  sec  68.5 MBytes   575 Mbits/sec
[  5]  55.00-56.00  sec  86.9 MBytes   729 Mbits/sec
[  5]  56.00-57.00  sec  79.6 MBytes   668 Mbits/sec
[  5]  57.00-58.00  sec  77.2 MBytes   648 Mbits/sec
[  5]  58.00-59.00  sec  74.2 MBytes   623 Mbits/sec
[  5]  59.00-60.00  sec  74.2 MBytes   622 Mbits/sec
[  5]  60.00-61.00  sec  46.7 MBytes   392 Mbits/sec
[  5]  61.00-62.00  sec  39.3 MBytes   330 Mbits/sec
[  5]  62.00-63.00  sec  34.8 MBytes   292 Mbits/sec
[  5]  63.00-64.00  sec  33.5 MBytes   281 Mbits/sec
[  5]  64.00-65.00  sec  42.3 MBytes   355 Mbits/sec
[  5]  65.00-66.00  sec  61.2 MBytes   513 Mbits/sec
[  5]  66.00-67.00  sec  57.6 MBytes   483 Mbits/sec
[  5]  67.00-68.00  sec  42.7 MBytes   358 Mbits/sec
[  5]  68.00-69.00  sec  46.8 MBytes   392 Mbits/sec
[  5]  69.00-70.00  sec  42.3 MBytes   354 Mbits/sec
[  5]  70.00-71.00  sec  49.7 MBytes   417 Mbits/sec
[  5]  71.00-72.00  sec  51.8 MBytes   434 Mbits/sec
[  5]  72.00-73.00  sec  55.6 MBytes   467 Mbits/sec
[  5]  73.00-74.00  sec  54.2 MBytes   454 Mbits/sec
[  5]  74.00-75.00  sec  61.7 MBytes   518 Mbits/sec
[  5]  75.00-76.00  sec  64.2 MBytes   539 Mbits/sec
[  5]  76.00-77.00  sec  60.4 MBytes   506 Mbits/sec
[  5]  77.00-78.00  sec  49.6 MBytes   416 Mbits/sec
[  5]  78.00-79.00  sec  54.2 MBytes   454 Mbits/sec
[  5]  79.00-80.00  sec  39.0 MBytes   327 Mbits/sec
[  5]  80.00-81.00  sec  52.4 MBytes   439 Mbits/sec
[  5]  81.00-82.00  sec  71.9 MBytes   603 Mbits/sec
[  5]  82.00-83.00  sec  83.2 MBytes   698 Mbits/sec
[  5]  83.00-84.00  sec  70.7 MBytes   593 Mbits/sec
[  5]  84.00-85.00  sec  81.8 MBytes   686 Mbits/sec
[  5]  85.00-86.00  sec  76.4 MBytes   641 Mbits/sec
[  5]  86.00-87.00  sec  68.4 MBytes   574 Mbits/sec
[  5]  87.00-88.00  sec  48.9 MBytes   410 Mbits/sec
[  5]  88.00-89.00  sec  75.5 MBytes   633 Mbits/sec
[  5]  89.00-90.00  sec  69.6 MBytes   584 Mbits/sec
[  5]  90.00-91.00  sec  73.4 MBytes   616 Mbits/sec
[  5]  91.00-92.00  sec  68.7 MBytes   576 Mbits/sec
[  5]  92.00-93.00  sec  42.3 MBytes   355 Mbits/sec
[  5]  93.00-94.00  sec  49.1 MBytes   412 Mbits/sec
[  5]  94.00-95.00  sec  35.2 MBytes   295 Mbits/sec
[  5]  95.00-96.00  sec  57.3 MBytes   480 Mbits/sec
[  5]  96.00-97.00  sec  51.6 MBytes   433 Mbits/sec
[  5]  97.00-98.00  sec  38.1 MBytes   320 Mbits/sec
[  5]  98.00-99.00  sec  46.0 MBytes   386 Mbits/sec
[  5]  99.00-100.00 sec  45.8 MBytes   384 Mbits/sec
[  5] 100.00-101.00 sec  59.8 MBytes   501 Mbits/sec
[  5] 101.00-102.00 sec  73.5 MBytes   616 Mbits/sec
[  5] 102.00-103.00 sec  79.3 MBytes   665 Mbits/sec
[  5] 103.00-104.00 sec  69.7 MBytes   584 Mbits/sec
[  5] 104.00-105.00 sec  48.9 MBytes   411 Mbits/sec
[  5] 105.00-106.00 sec  69.8 MBytes   585 Mbits/sec
[  5] 106.00-107.00 sec  73.4 MBytes   616 Mbits/sec
[  5] 107.00-108.00 sec  54.4 MBytes   456 Mbits/sec
[  5] 108.00-109.00 sec  50.7 MBytes   425 Mbits/sec
[  5] 109.00-110.00 sec  30.7 MBytes   257 Mbits/sec
[  5] 110.00-111.00 sec  21.3 MBytes   179 Mbits/sec
[  5] 111.00-112.00 sec  45.2 MBytes   379 Mbits/sec
[  5] 112.00-113.00 sec  57.1 MBytes   479 Mbits/sec
[  5] 113.00-114.00 sec  43.7 MBytes   366 Mbits/sec
[  5] 114.00-115.00 sec  59.8 MBytes   502 Mbits/sec
[  5] 115.00-116.00 sec  66.0 MBytes   554 Mbits/sec
[  5] 116.00-117.00 sec  63.2 MBytes   530 Mbits/sec
[  5] 117.00-118.00 sec  57.0 MBytes   478 Mbits/sec
[  5] 118.00-119.00 sec  49.4 MBytes   414 Mbits/sec
[  5] 119.00-120.00 sec  53.1 MBytes   445 Mbits/sec
[  5] 120.00-121.00 sec  60.8 MBytes   510 Mbits/sec
[  5] 121.00-122.00 sec  71.0 MBytes   595 Mbits/sec
[  5] 122.00-123.00 sec  72.1 MBytes   605 Mbits/sec
[  5] 123.00-124.00 sec  61.5 MBytes   516 Mbits/sec
[  5] 124.00-125.00 sec  55.5 MBytes   465 Mbits/sec
[  5] 125.00-126.00 sec  46.0 MBytes   385 Mbits/sec
[  5] 126.00-127.00 sec  46.2 MBytes   388 Mbits/sec
[  5] 127.00-128.00 sec  59.4 MBytes   498 Mbits/sec
[  5] 128.00-129.00 sec  64.6 MBytes   542 Mbits/sec
[  5] 129.00-130.00 sec  74.7 MBytes   626 Mbits/sec
[  5] 130.00-131.00 sec  81.0 MBytes   679 Mbits/sec
[  5] 131.00-132.00 sec  69.7 MBytes   585 Mbits/sec
[  5] 132.00-133.00 sec  63.3 MBytes   531 Mbits/sec
[  5] 133.00-134.00 sec  58.2 MBytes   488 Mbits/sec
[  5] 134.00-135.00 sec  64.0 MBytes   537 Mbits/sec
[  5] 135.00-136.00 sec  60.7 MBytes   509 Mbits/sec
[  5] 136.00-137.00 sec  49.0 MBytes   411 Mbits/sec
[  5] 137.00-138.00 sec  45.9 MBytes   385 Mbits/sec
[  5] 138.00-139.00 sec  50.6 MBytes   424 Mbits/sec
[  5] 139.00-140.00 sec  38.0 MBytes   319 Mbits/sec
[  5] 140.00-141.00 sec  50.5 MBytes   424 Mbits/sec
[  5] 141.00-142.00 sec  60.2 MBytes   505 Mbits/sec
[  5] 142.00-143.00 sec  56.7 MBytes   476 Mbits/sec
[  5] 143.00-144.00 sec  50.4 MBytes   423 Mbits/sec
[  5] 144.00-145.00 sec  64.0 MBytes   537 Mbits/sec
[  5] 145.00-146.00 sec  59.3 MBytes   498 Mbits/sec
[  5] 146.00-147.00 sec  70.6 MBytes   592 Mbits/sec
[  5] 147.00-148.00 sec  70.8 MBytes   594 Mbits/sec
[  5] 148.00-149.00 sec  86.7 MBytes   727 Mbits/sec
[  5] 149.00-150.00 sec  70.4 MBytes   590 Mbits/sec
[  5] 150.00-151.00 sec  69.8 MBytes   585 Mbits/sec
[  5] 151.00-152.00 sec  70.1 MBytes   588 Mbits/sec
[  5] 152.00-153.00 sec  76.3 MBytes   640 Mbits/sec
[  5] 153.00-154.00 sec  47.1 MBytes   395 Mbits/sec
[  5] 154.00-155.00 sec  44.5 MBytes   373 Mbits/sec
[  5] 155.00-156.00 sec  39.6 MBytes   332 Mbits/sec
[  5] 156.00-157.00 sec  45.4 MBytes   381 Mbits/sec
[  5] 157.00-158.00 sec  50.7 MBytes   425 Mbits/sec
[  5] 158.00-159.00 sec  48.1 MBytes   404 Mbits/sec
[  5] 159.00-160.00 sec  38.4 MBytes   322 Mbits/sec
[  5] 160.00-161.00 sec  28.0 MBytes   235 Mbits/sec
[  5] 161.00-162.00 sec  56.9 MBytes   478 Mbits/sec
[  5] 162.00-163.00 sec   110 MBytes   920 Mbits/sec
[  5] 163.00-164.00 sec   112 MBytes   940 Mbits/sec
[  5] 164.00-165.00 sec   110 MBytes   924 Mbits/sec
[  5] 165.00-166.00 sec   112 MBytes   936 Mbits/sec
[  5] 166.00-167.00 sec   112 MBytes   940 Mbits/sec
[  5] 167.00-168.00 sec   103 MBytes   862 Mbits/sec
[  5] 168.00-169.00 sec   111 MBytes   931 Mbits/sec
[  5] 169.00-170.00 sec   111 MBytes   934 Mbits/sec
[  5] 170.00-171.00 sec   112 MBytes   937 Mbits/sec
[  5] 171.00-172.00 sec   109 MBytes   913 Mbits/sec
[  5] 172.00-173.00 sec   112 MBytes   940 Mbits/sec
[  5] 173.00-174.00 sec   111 MBytes   933 Mbits/sec
[  5] 174.00-175.00 sec   112 MBytes   941 Mbits/sec
[  5] 175.00-176.00 sec   112 MBytes   941 Mbits/sec
[  5] 176.00-177.00 sec   112 MBytes   941 Mbits/sec
[  5] 177.00-178.00 sec   107 MBytes   899 Mbits/sec
[  5] 178.00-179.00 sec   110 MBytes   924 Mbits/sec
[  5] 179.00-180.00 sec   112 MBytes   940 Mbits/sec
[  5] 180.00-181.00 sec   112 MBytes   941 Mbits/sec
[  5] 181.00-182.00 sec   110 MBytes   921 Mbits/sec
[  5] 182.00-183.00 sec   112 MBytes   941 Mbits/sec
[  5] 183.00-184.00 sec   111 MBytes   935 Mbits/sec
[  5] 184.00-185.00 sec   112 MBytes   941 Mbits/sec
[  5] 185.00-186.00 sec   112 MBytes   941 Mbits/sec
[  5] 186.00-187.00 sec   112 MBytes   941 Mbits/sec
[  5] 187.00-188.00 sec   111 MBytes   935 Mbits/sec
[  5] 188.00-189.00 sec   111 MBytes   935 Mbits/sec
[  5] 189.00-190.00 sec   111 MBytes   931 Mbits/sec
[  5] 190.00-191.00 sec   112 MBytes   940 Mbits/sec
[  5] 191.00-192.00 sec   112 MBytes   940 Mbits/sec
[  5] 192.00-193.00 sec   111 MBytes   935 Mbits/sec
[  5] 193.00-194.00 sec   112 MBytes   941 Mbits/sec
[  5] 194.00-195.00 sec   112 MBytes   941 Mbits/sec
[  5] 195.00-196.00 sec   112 MBytes   941 Mbits/sec
[  5] 196.00-197.00 sec   112 MBytes   941 Mbits/sec
[  5] 197.00-198.00 sec   112 MBytes   941 Mbits/sec
[  5] 198.00-199.00 sec   111 MBytes   935 Mbits/sec
[  5] 199.00-200.00 sec   112 MBytes   941 Mbits/sec
[  5] 200.00-201.00 sec   111 MBytes   933 Mbits/sec
[  5] 201.00-202.00 sec   111 MBytes   934 Mbits/sec
[  5] 202.00-203.00 sec   112 MBytes   941 Mbits/sec
[  5] 203.00-204.00 sec   111 MBytes   930 Mbits/sec
[  5] 204.00-205.00 sec   112 MBytes   937 Mbits/sec
[  5] 205.00-206.00 sec   109 MBytes   917 Mbits/sec
[  5] 206.00-207.00 sec   112 MBytes   940 Mbits/sec
[  5] 207.00-208.00 sec   111 MBytes   935 Mbits/sec
[  5] 208.00-209.00 sec   112 MBytes   941 Mbits/sec
[  5] 209.00-210.00 sec   112 MBytes   937 Mbits/sec
[  5] 210.00-211.00 sec   108 MBytes   909 Mbits/sec
[  5] 211.00-212.00 sec   109 MBytes   918 Mbits/sec
[  5] 212.00-213.00 sec   110 MBytes   922 Mbits/sec
[  5] 213.00-214.00 sec   112 MBytes   940 Mbits/sec
[  5] 214.00-215.00 sec   111 MBytes   935 Mbits/sec
[  5] 215.00-216.00 sec   112 MBytes   941 Mbits/sec
[  5] 216.00-217.00 sec   112 MBytes   941 Mbits/sec
[  5] 217.00-218.00 sec   112 MBytes   941 Mbits/sec
[  5] 218.00-219.00 sec   112 MBytes   941 Mbits/sec
[  5] 219.00-220.00 sec   108 MBytes   902 Mbits/sec
[  5] 220.00-221.00 sec   111 MBytes   935 Mbits/sec
[  5] 221.00-222.00 sec   112 MBytes   940 Mbits/sec
[  5] 222.00-223.00 sec   112 MBytes   941 Mbits/sec
[  5] 223.00-224.00 sec   111 MBytes   935 Mbits/sec
[  5] 224.00-225.00 sec   112 MBytes   939 Mbits/sec
[  5] 225.00-226.00 sec   112 MBytes   937 Mbits/sec
[  5] 226.00-227.00 sec   112 MBytes   941 Mbits/sec
[  5] 227.00-228.00 sec   112 MBytes   941 Mbits/sec
[  5] 228.00-229.00 sec   111 MBytes   935 Mbits/sec
[  5] 229.00-230.00 sec   112 MBytes   942 Mbits/sec
[  5] 230.00-231.00 sec   112 MBytes   941 Mbits/sec
[  5] 231.00-232.00 sec   112 MBytes   941 Mbits/sec
[  5] 232.00-233.00 sec   112 MBytes   941 Mbits/sec
[  5] 233.00-234.00 sec   111 MBytes   934 Mbits/sec
[  5] 234.00-235.00 sec   112 MBytes   941 Mbits/sec
[  5] 235.00-236.00 sec   112 MBytes   941 Mbits/sec
[  5] 236.00-237.00 sec   112 MBytes   941 Mbits/sec
[  5] 237.00-238.00 sec   110 MBytes   922 Mbits/sec
[  5] 238.00-239.00 sec   111 MBytes   934 Mbits/sec
[  5] 239.00-240.00 sec   112 MBytes   940 Mbits/sec
[  5] 240.00-241.00 sec   112 MBytes   941 Mbits/sec
[  5] 241.00-242.00 sec   112 MBytes   941 Mbits/sec
[  5] 242.00-243.00 sec   112 MBytes   941 Mbits/sec
[  5] 243.00-244.00 sec   112 MBytes   940 Mbits/sec
[  5] 244.00-245.00 sec   112 MBytes   936 Mbits/sec
[  5] 245.00-246.00 sec   112 MBytes   941 Mbits/sec
[  5] 246.00-247.00 sec   112 MBytes   941 Mbits/sec
[  5] 247.00-248.00 sec   112 MBytes   941 Mbits/sec
[  5] 248.00-249.00 sec   112 MBytes   941 Mbits/sec
[  5] 249.00-250.00 sec   112 MBytes   941 Mbits/sec
[  5] 250.00-251.00 sec   112 MBytes   937 Mbits/sec
[  5] 251.00-252.00 sec   112 MBytes   941 Mbits/sec
[  5] 252.00-253.00 sec   112 MBytes   936 Mbits/sec
[  5] 253.00-254.00 sec   111 MBytes   932 Mbits/sec
[  5] 254.00-255.00 sec   111 MBytes   931 Mbits/sec
[  5] 255.00-256.00 sec   112 MBytes   941 Mbits/sec
[  5] 256.00-257.00 sec   112 MBytes   941 Mbits/sec
[  5] 257.00-258.00 sec   112 MBytes   941 Mbits/sec
[  5] 258.00-259.00 sec   112 MBytes   940 Mbits/sec
[  5] 259.00-260.00 sec   112 MBytes   941 Mbits/sec
[  5] 260.00-261.00 sec   112 MBytes   941 Mbits/sec
[  5] 261.00-262.00 sec   111 MBytes   934 Mbits/sec
[  5] 262.00-263.00 sec   112 MBytes   941 Mbits/sec
[  5] 263.00-264.00 sec   111 MBytes   935 Mbits/sec
[  5] 264.00-265.00 sec   112 MBytes   941 Mbits/sec
[  5] 265.00-266.00 sec   112 MBytes   942 Mbits/sec
[  5] 266.00-267.00 sec   112 MBytes   941 Mbits/sec
[  5] 267.00-268.00 sec   111 MBytes   933 Mbits/sec
[  5] 268.00-269.00 sec   107 MBytes   902 Mbits/sec
[  5] 269.00-270.00 sec   103 MBytes   865 Mbits/sec
[  5] 270.00-271.00 sec  99.1 MBytes   831 Mbits/sec
[  5] 271.00-272.00 sec   104 MBytes   870 Mbits/sec
[  5] 272.00-273.00 sec   105 MBytes   877 Mbits/sec
[  5] 273.00-274.00 sec  97.0 MBytes   814 Mbits/sec
[  5] 274.00-275.00 sec   107 MBytes   893 Mbits/sec
[  5] 275.00-276.00 sec   109 MBytes   911 Mbits/sec
[  5] 276.00-277.00 sec   105 MBytes   883 Mbits/sec
[  5] 277.00-278.00 sec   108 MBytes   905 Mbits/sec
[  5] 278.00-279.00 sec  94.5 MBytes   793 Mbits/sec
[  5] 279.00-280.00 sec  93.3 MBytes   783 Mbits/sec
[  5] 280.00-281.00 sec   104 MBytes   876 Mbits/sec
[  5] 281.00-282.00 sec   102 MBytes   852 Mbits/sec
[  5] 282.00-283.00 sec  55.1 MBytes   462 Mbits/sec
[  5] 283.00-284.00 sec  63.5 MBytes   533 Mbits/sec
[  5] 284.00-285.00 sec  65.0 MBytes   545 Mbits/sec
[  5] 285.00-286.00 sec  99.4 MBytes   834 Mbits/sec
[  5] 286.00-287.00 sec   112 MBytes   940 Mbits/sec
[  5] 287.00-288.00 sec   112 MBytes   941 Mbits/sec
[  5] 288.00-289.00 sec   112 MBytes   941 Mbits/sec
[  5] 289.00-290.00 sec   112 MBytes   941 Mbits/sec
[  5] 290.00-291.00 sec   111 MBytes   927 Mbits/sec
[  5] 291.00-292.00 sec   111 MBytes   929 Mbits/sec
[  5] 292.00-293.00 sec   105 MBytes   882 Mbits/sec
[  5] 293.00-294.00 sec   110 MBytes   921 Mbits/sec
[  5] 294.00-295.00 sec   112 MBytes   939 Mbits/sec
[  5] 295.00-296.00 sec   110 MBytes   920 Mbits/sec
[  5] 296.00-297.00 sec   112 MBytes   941 Mbits/sec
[  5] 297.00-298.00 sec   110 MBytes   925 Mbits/sec
[  5] 298.00-299.00 sec   110 MBytes   920 Mbits/sec
[  5] 299.00-300.00 sec   109 MBytes   917 Mbits/sec
[  5] 300.00-301.00 sec   112 MBytes   936 Mbits/sec
[  5] 301.00-302.00 sec   108 MBytes   904 Mbits/sec
[  5] 302.00-303.00 sec   112 MBytes   937 Mbits/sec
[  5] 303.00-304.00 sec   111 MBytes   933 Mbits/sec
[  5] 304.00-305.00 sec   112 MBytes   941 Mbits/sec
[  5] 305.00-306.00 sec   111 MBytes   933 Mbits/sec
[  5] 306.00-307.00 sec   111 MBytes   934 Mbits/sec
[  5] 307.00-308.00 sec   112 MBytes   941 Mbits/sec
[  5] 308.00-309.00 sec   111 MBytes   934 Mbits/sec
[  5] 309.00-310.00 sec   109 MBytes   911 Mbits/sec
[  5] 310.00-311.00 sec   110 MBytes   921 Mbits/sec
[  5] 311.00-312.00 sec   108 MBytes   905 Mbits/sec
[  5] 312.00-313.00 sec   112 MBytes   939 Mbits/sec
[  5] 313.00-314.00 sec   108 MBytes   909 Mbits/sec
[  5] 314.00-315.00 sec   108 MBytes   907 Mbits/sec
[  5] 315.00-316.00 sec   112 MBytes   941 Mbits/sec
[  5] 316.00-317.00 sec   112 MBytes   941 Mbits/sec
[  5] 317.00-318.00 sec   111 MBytes   934 Mbits/sec
[  5] 318.00-319.00 sec   112 MBytes   939 Mbits/sec
[  5] 319.00-320.00 sec   112 MBytes   941 Mbits/sec
[  5] 320.00-321.00 sec   112 MBytes   941 Mbits/sec
[  5] 321.00-322.00 sec   112 MBytes   941 Mbits/sec
[  5] 322.00-323.00 sec   112 MBytes   941 Mbits/sec
[  5] 323.00-324.00 sec   111 MBytes   932 Mbits/sec
[  5] 324.00-325.00 sec   110 MBytes   925 Mbits/sec
[  5] 325.00-326.00 sec   110 MBytes   925 Mbits/sec
[  5] 326.00-327.00 sec   112 MBytes   940 Mbits/sec
[  5] 327.00-328.00 sec   108 MBytes   906 Mbits/sec
[  5] 328.00-329.00 sec   111 MBytes   928 Mbits/sec
[  5] 329.00-330.00 sec   111 MBytes   931 Mbits/sec
[  5] 330.00-331.00 sec   112 MBytes   941 Mbits/sec
[  5] 331.00-332.00 sec   112 MBytes   936 Mbits/sec
[  5] 332.00-333.00 sec   112 MBytes   936 Mbits/sec
[  5] 333.00-334.00 sec   111 MBytes   934 Mbits/sec
[  5] 334.00-335.00 sec   112 MBytes   941 Mbits/sec
[  5] 335.00-336.00 sec   111 MBytes   935 Mbits/sec
[  5] 336.00-337.00 sec   112 MBytes   941 Mbits/sec
[  5] 337.00-338.00 sec   112 MBytes   941 Mbits/sec
[  5] 338.00-339.00 sec   112 MBytes   941 Mbits/sec
[  5] 339.00-340.00 sec   112 MBytes   941 Mbits/sec
[  5] 340.00-341.00 sec   110 MBytes   926 Mbits/sec
[  5] 341.00-342.00 sec   112 MBytes   941 Mbits/sec
[  5] 342.00-343.00 sec   112 MBytes   941 Mbits/sec
[  5] 343.00-344.00 sec   111 MBytes   934 Mbits/sec
[  5] 344.00-345.00 sec   112 MBytes   936 Mbits/sec
[  5] 345.00-346.00 sec   112 MBytes   941 Mbits/sec
[  5] 346.00-347.00 sec   111 MBytes   931 Mbits/sec
[  5] 347.00-348.00 sec   112 MBytes   941 Mbits/sec
[  5] 348.00-349.00 sec   111 MBytes   935 Mbits/sec
[  5] 349.00-350.00 sec   112 MBytes   941 Mbits/sec
[  5] 350.00-351.00 sec   112 MBytes   941 Mbits/sec
[  5] 351.00-352.00 sec   110 MBytes   922 Mbits/sec
[  5] 352.00-353.00 sec   112 MBytes   941 Mbits/sec
[  5] 353.00-354.00 sec   111 MBytes   934 Mbits/sec
[  5] 354.00-355.00 sec   112 MBytes   941 Mbits/sec
[  5] 355.00-356.00 sec   112 MBytes   941 Mbits/sec
[  5] 356.00-357.00 sec   112 MBytes   941 Mbits/sec
[  5] 357.00-358.00 sec   105 MBytes   881 Mbits/sec
[  5] 358.00-359.00 sec   107 MBytes   901 Mbits/sec
[  5] 359.00-360.00 sec   107 MBytes   899 Mbits/sec
[  5] 360.00-361.00 sec   102 MBytes   856 Mbits/sec
[  5] 361.00-362.00 sec   110 MBytes   922 Mbits/sec
[  5] 362.00-363.00 sec   112 MBytes   939 Mbits/sec
[  5] 363.00-364.00 sec   111 MBytes   934 Mbits/sec
[  5] 364.00-365.00 sec   112 MBytes   941 Mbits/sec
[  5] 365.00-366.00 sec   112 MBytes   941 Mbits/sec
[  5] 366.00-367.00 sec   102 MBytes   857 Mbits/sec
[  5] 367.00-368.00 sec  99.8 MBytes   837 Mbits/sec
[  5] 368.00-369.00 sec   104 MBytes   874 Mbits/sec
[  5] 369.00-370.00 sec   112 MBytes   939 Mbits/sec
[  5] 370.00-371.00 sec   111 MBytes   933 Mbits/sec
[  5] 371.00-372.00 sec   112 MBytes   940 Mbits/sec
[  5] 372.00-373.00 sec   111 MBytes   934 Mbits/sec
[  5] 373.00-374.00 sec   108 MBytes   906 Mbits/sec
[  5] 374.00-375.00 sec   112 MBytes   939 Mbits/sec
[  5] 375.00-376.00 sec   109 MBytes   918 Mbits/sec
[  5] 376.00-377.00 sec   112 MBytes   940 Mbits/sec
[  5] 377.00-378.00 sec   112 MBytes   941 Mbits/sec
[  5] 378.00-379.00 sec   110 MBytes   927 Mbits/sec
[  5] 379.00-380.00 sec   112 MBytes   941 Mbits/sec
[  5] 380.00-381.00 sec   111 MBytes   935 Mbits/sec
[  5] 381.00-382.00 sec   112 MBytes   941 Mbits/sec
[  5] 382.00-383.00 sec   111 MBytes   935 Mbits/sec
[  5] 383.00-384.00 sec   111 MBytes   932 Mbits/sec
[  5] 384.00-385.00 sec   112 MBytes   939 Mbits/sec
[  5] 385.00-386.00 sec   112 MBytes   941 Mbits/sec
[  5] 386.00-387.00 sec   111 MBytes   933 Mbits/sec
[  5] 387.00-388.00 sec   106 MBytes   890 Mbits/sec
[  5] 388.00-389.00 sec   107 MBytes   894 Mbits/sec
[  5] 389.00-390.00 sec   110 MBytes   924 Mbits/sec
[  5] 390.00-391.00 sec  98.7 MBytes   828 Mbits/sec
[  5] 391.00-392.00 sec  93.1 MBytes   781 Mbits/sec
[  5] 392.00-393.00 sec   111 MBytes   931 Mbits/sec
[  5] 393.00-394.00 sec   108 MBytes   905 Mbits/sec
[  5] 394.00-395.00 sec   110 MBytes   925 Mbits/sec
[  5] 395.00-396.00 sec   112 MBytes   939 Mbits/sec
[  5] 396.00-397.00 sec   112 MBytes   941 Mbits/sec
[  5] 397.00-398.00 sec   112 MBytes   936 Mbits/sec
[  5] 398.00-399.00 sec   112 MBytes   940 Mbits/sec
[  5] 399.00-400.00 sec   112 MBytes   941 Mbits/sec
[  5] 400.00-401.00 sec   112 MBytes   935 Mbits/sec
[  5] 401.00-402.00 sec   112 MBytes   941 Mbits/sec
[  5] 402.00-403.00 sec   112 MBytes   941 Mbits/sec
[  5] 403.00-404.00 sec   112 MBytes   941 Mbits/sec
[  5] 404.00-405.00 sec   112 MBytes   941 Mbits/sec
[  5] 405.00-406.00 sec   112 MBytes   941 Mbits/sec
[  5] 406.00-407.00 sec   112 MBytes   941 Mbits/sec
[  5] 407.00-408.00 sec   112 MBytes   941 Mbits/sec
[  5] 408.00-409.00 sec   111 MBytes   934 Mbits/sec
[  5] 409.00-410.00 sec   110 MBytes   924 Mbits/sec
